15822,14913.981092834845
15823,18577.109936047345
15824,35162.63309136219
15825,14848.095297856256
15827,28953.056352024898
15828,16079.198100138456
15829,6090.299142116681
15830,14127.53780412674
15831,15158.268989594653
15832,26003.407392688096
15833,25228.384995626286
15834,13185.15180299431
15836,19953.760989632457
15838,13755.406752960756
15840,15340.81291490607
15841,14506.118573255837
15842,39075.70123821683
15843,11195.292130125687
15844,24215.66080987081
15845,16033.638411877677
15846,8809.35277825594
15847,13295.13417935744
15848,20788.24740997888
15849,8878.22176428698
15850,33346.76064074226
15851,17316.320079272613
15852,22021.982063459232
15853,17945.6049353797
15854,17141.950065296143
15855,14265.807341445237
15856,26024.627383589745
15857,20663.770081549883
15858,16670.925672248006
15859,35786.68653566763
15860,11210.982121145353
15861,13576.415833678097
15862,12189.03199375607
15863,16653.935223760083
15864,18045.569990007207
15865,17434.869567835703
15866,9652.205703066662
15867,14763.641771234572
15868,23203.560097826645
15869,14524.55301531218
15870,26213.963212469593
15871,11668.388290822506
15873,23893.5423118975
15874,20486.574062328786
15875,21449.5228996519
15876,17701.306667823344
15877,37800.87550175004
15878,18106.939609982073
15879,15231.817685622722
15880,18702.340163554996
15881,14666.390080494806
15882,16412.12417930551
15883,7007.061256384477
15884,12639.21804431267
15885,19116.44326221384
15887,11115.72958762385
15888,21825.56642387435
15889,26909.932417120785
15890,11731.820938169956
15891,34057.66169478744
15892,18902.934817198664
15893,20959.555390760303
15894,10955.447273198515
15895,25474.629752168432
15897,12768.759920595214
15898,11070.058535173535
15899,16994.10541066155
15900,22978.48777718842
15901,28393.574443321675
15902,15390.087273068726
15903,16779.060627372935
15904,20649.622433668002
15905,34315.10576219484
15906,15758.345170214772
15907,12985.526740876958
15908,27223.45223674923
15909,18893.37463054061
15910,16455.029549796134
15912,25055.27674314566
15913,17463.61640774831
15914,12371.4010702651
15915,24838.496875358745
15916,24082.90563524142
15918,19048.311194196343
15919,6388.359041817486
15920,16957.57176397182
15921,32595.792387491092
15922,14457.441988324746
15923,11190.559787426144
15924,13703.239020654932
15925,15363.022739658132
15926,9676.263198399916
15927,24274.30233049579
15928,12403.023646906018
15929,13846.279223868623
15930,16514.94520266913
15932,15611.370803190395
15933,14005.82401863113
15934,9168.05169657059
15935,11906.838035052642
15936,28389.13550505601
15937,15247.71055678837
15939,10872.502701068297
15940,29237.041642872617
15941,18077.580891007558
15942,15238.029577473179
15943,11630.171511925757
15944,17646.529073733836
15945,18607.65012367256
15947,16993.71979598701
15949,18765.38030166924
15950,41785.44317458011
15951,12661.410593202338
15952,24618.92154962942
15953,16576.299287280068
15954,17008.44259064831
15955,16808.224491413683
15957,13498.431876553223
15958,13623.13703670539
15959,20243.005865778774
15960,24388.32989135571
15961,14921.718719646335
15962,16555.638294721022
15963,13720.876738019288
15964,23606.25746787712
15965,22272.252743670717
15966,15515.363269172609
15967,39629.957755785435
15968,16207.451861830428
15969,27312.42307179235
15970,24003.969090111554
15971,14519.790488962084
15972,17743.390080735087
15973,18224.531034886837
15974,13032.364649437368
16239,8191.6117924731225
16240,5255.038542693481
16241,5524.1588093508035
16243,4519.074342019856
16244,4270.436097577214
16246,8876.181674074382
16247,7808.184406591579
16248,9108.352369261906
16249,6253.389827949926
16252,3888.6929693538696
16253,10836.571278870106
16255,3307.47204044275
16256,9231.908481510356
16257,9755.065078597516
16258,12190.561674213037
16259,5649.684287073091
16260,10079.211389970034
16261,7832.517379272729
16262,6220.251898661256
16264,5898.711935479194
16265,6254.978300921619
16266,5309.380179377273
16267,3555.9952359404415
16268,5630.535688409582
16269,8681.821793492883
16270,8514.291602741927
16271,7622.187728365883
16272,4388.6744258683175
16273,8228.540912972763
16274,11253.801774483174
16275,4131.386508639902
16276,3963.131934862584
16277,5838.734935214743
16278,3733.6216391716152
16279,8538.419778101146
16280,10896.94704091549
16281,9356.127686917782
16282,6560.0873169749975
16283,8600.887878898531
16284,6033.375303361565
16285,5989.1111510396
16286,3048.027007833123
16287,4571.092526011169
16288,9507.628873310983
16289,8795.299587387592
16290,7497.796223429963
16291,4525.755457730964
16292,7014.919444393367
16293,4541.4704711698
16294,10900.25291902572
16295,5605.127835135907
16296,5220.769598605111
16297,7101.157550565898
16298,5977.585487414151
16299,9681.294243019074
16300,4933.876391356811
16301,9444.005110066384
16302,12435.046151744202
16303,4474.755785156041
16304,9885.474434984848
16305,5446.12075830996
16306,4643.408757051453
16307,10075.082413669676
16308,11353.675334617496
16309,5214.317710930482
16310,6567.81816893816
16312,4612.284252602607
16313,5946.0892918892205
16315,9170.953881263733
16316,6609.879799112678
16317,8607.343544466421
16318,4509.801119867712
16319,10446.277830986306
16320,5970.2149595320225
16321,8012.071708763018
16323,9621.867992831394
16324,8810.493165226653
16325,6841.132660374045
16326,9982.382670801133
16327,10303.673214869574
16328,8252.30410997942
16329,5360.239708425477
16330,6966.124369338155
16332,6083.058077441528
16333,9664.267613468692
16334,3829.5887510813773
16336,6611.075959675014
16337,5132.976474793628
16338,7672.12818097882
16339,3241.7760228179395
16340,10375.598045898601
16341,7850.6049439013
16342,11609.219001725316
16343,4539.861736699939
16345,10072.966914890334
16346,8336.800150798634
16347,6573.462752787396
16348,9546.93810755387
16349,6069.375549610704
16350,6455.859608232975
16351,11094.236996276304
16353,8469.953888157383
16354,6927.553942900151
16355,3487.9971960876137
16356,3823.955283217132
16357,13388.9013942983
16358,8052.212187642232
16359,6227.600132711232
16360,11693.873989487067
16361,8374.130398863927
16363,5371.284684214741
16364,4299.625636428595
16365,8373.513439754024
16366,12520.41882717982
16367,10137.526797421277
16368,8610.893041068688
16369,7013.149643570185
16370,6972.081406630576
16371,11051.49391229637
16372,6051.761708589271
16373,8468.356647286564
16374,5179.998059468344
16375,9538.428222784773
16377,5682.734013184905
16378,4374.695145091042
16379,10367.455991787836
16380,9214.756991026923
16381,5930.701974764466
16383,9829.335579698905
16386,4771.664383424446
16387,6248.821613505483
16388,10754.727719381452
16389,10450.783204661682
16390,3913.5438979361206
16391,5655.006995227188
16392,9561.61512565799
16393,8040.041960515082
16395,7819.503049004823
16396,8327.935181356966
16397,5095.956583678722
16399,10535.056617923081
16401,5484.6156603991985
16402,8305.37102369219
16404,11091.547381024808
16405,8389.783153492957
16406,5590.340051969513
16407,7574.648756045848
16408,6742.478971287608
16409,12796.76402285695
16410,8041.388081813231
16411,5835.027608867735
16412,6564.723543681204
16413,7316.244347061962
16414,9827.14811247401
16415,5332.786520181224
16416,10315.38961295411
16417,6490.114535652101
16418,10953.14863657765
16419,10589.185568593442
16420,8006.350811373442
16421,9502.783262066543
16422,4889.217004807666
16423,4868.283335492015
16424,7371.529552835971
16425,7154.064914129674
16426,16199.815296966583
16427,10697.886459626257
16429,6317.355077035725
16431,13815.496573481709
16432,7209.035002153367
16433,10869.792813973501
16434,7133.093373151496
16435,8834.24573216401
16436,13698.158983007073
